sourceID,reportingCompany,companyId,contribEmail,reportingCountry,sourceURL,timeSourceAdded,sourceAddType,format,timeSourceScraped,scraped,reportStartDate,reportEndDate,fiscalYear,reportCurrency,currencyMultiplier,nonCurrencyPayment,review,sourceAddedBy,sourcePublishDate,reason
XyzKZ,Kaizen Discovery Inc.,NA,elliot.kt.tan@gmail.com,Canada,http://www.kaizendiscovery.com/i/pdf/estma/2016-estma-report.pdf,6/5/17,ESTMA scraper,PDF,2017-07-01 11:32:23 EDT,yes,1/1/16,12/31/16,NA,USD,1,FALSE,new data,tmorrison@resourcegovernance.org,5/26/17,NA
LEdjZ,Katanga Mining Limited,NA,elliot.kt.tan@gmail.com,Canada,http://www.katangamining.com/~/media/Files/K/Katanga-mining-v2/investor_relations/estma/estma-report-dec-2016-v2.pdf,6/7/17,ESTMA scraper,PDF,2017-07-01 11:32:23 EDT,yes,1/1/16,12/31/16,NA,USD,1,FALSE,new data,tmorrison@resourcegovernance.org,5/30/17,NA
XBBWX,KAZ Minerals PLC,NA,hsubhash@resourcegovernance.org,United Kingdom,https://extractives.companieshouse.gov.uk/company/05180783/year/2015/version/1/zip,8/30/17 13:13,CoHo Api,API,8/30/17 13:13,yes,1/1/15,12/31/15,NA,USD,1,NA,NA,hsubhash@resourcegovernance.org,11/28/16,NA
LwgDL,KAZ Minerals PLC,NA,hsubhash@resourcegovernance.org,United Kingdom,https://extractives.companieshouse.gov.uk/company/05180783/year/2016/version/1/zip,8/30/17 13:13,CoHo Api,API,8/30/17 13:13,yes,1/1/16,12/31/16,NA,USD,1,NA,NA,hsubhash@resourcegovernance.org,8/17/17,NA
AeNnX,KAZ Minerals PLC,NA,hsubhash@resourcegovernance.org,United Kingdom,https://extractives.companieshouse.gov.uk/company/05180783/year/2015/version/1/zip,8/30/17 13:13,CoHo Api,API,8/30/17 13:13,full duplicate,1/1/15,12/31/15,NA,USD,1,NA,NA,hsubhash@resourcegovernance.org,11/28/16,NA
A4DJA,KAZ Minerals PLC,NA,hsubhash@resourcegovernance.org,United Kingdom,https://extractives.companieshouse.gov.uk/company/05180783/year/2016/version/1/zip,8/30/17 13:13,CoHo Api,API,8/30/17 13:13,full duplicate,1/1/16,12/31/16,NA,USD,1,NA,NA,hsubhash@resourcegovernance.org,8/17/17,NA
AkoyA,Kazmunaigas Exploration Production,NA,hsubhash@resourcegovernance.org,United Kingdom,http://tools.morningstar.co.uk/tsweu6nqxu/globaldocuments/document/rnsNewsItem.aspx?DocumentId=373204741500931,8/30/17 14:29,UK Manual Scrape,NA,8/30/17 14:29,yes,1/1/15,12/31/15,NA,USD,1,NA,NA,hsubhash@resourcegovernance.org,6/29/16,NA
LjPaX,Kazmunaigas Exploration Production,NA,hsubhash@resourcegovernance.org,United Kingdom,http://tools.morningstar.co.uk/tsweu6nqxu/globaldocuments/document/rnsNewsItem.aspx?DocumentId=373204741500931,8/30/17 14:29,UK Manual Scrape,NA,8/30/17 14:29,yes,1/1/15,12/31/15,NA,USD,1,NA,NA,hsubhash@resourcegovernance.org,6/29/16,NA
LmjqA,Kelt Exploration Ltd.,NA,elliot.kt.tan@gmail.com,Canada,http://www.keltexploration.com/documents/2016ESTMAReport-FINAL.pdf,6/5/17,ESTMA scraper,PDF,2017-07-01 11:32:23 EDT,yes,1/1/16,12/31/16,NA,USD,1,FALSE,new data,tmorrison@resourcegovernance.org,5/25/17,NA
XaKNL,Keyera Corp.,NA,elliot.kt.tan@gmail.com,Canada,http://www.keyera.com/titanweb/keyera/webcms.nsf/b8263045bb22365c8725695e00746e7c/6780a2ca3fb1b89c8725812a007138fd/$FILE/2016_ESTMA_Report_Consolidated_Keyera_Corp_Final_2017_05_26.pdf,6/5/17,ESTMA scraper,PDF,2017-07-01 11:32:23 EDT,yes,1/1/16,12/31/16,NA,USD,1,FALSE,DATA ERROR Canada Taxes don't tally,tmorrison@resourcegovernance.org,5/26/17,NA
oAvWX,KGHM International,NA,elliot.kt.tan@gmail.com,Canada,http://kghm.com/sites/kghm2014/files/kghmi_estma_reporting_2016_0.pdf,6/5/17,ESTMA scraper,PDF,2017-07-01 11:32:23 EDT,yes,1/1/16,12/31/16,NA,USD,1,FALSE,new data,tmorrison@resourcegovernance.org,5/24/17,NA
XzPpL,Kinross Gold Corporation,NA,elliot.kt.tan@gmail.com,Canada,http://s2.q4cdn.com/496390694/files/Kinross-Gold-Corporation-2016-Report-Extractive-Sector-Transparency-Measures-Act-(ESTMA).pdf,6/5/17,ESTMA scraper,PDF,2017-07-01 11:32:23 EDT,yes,1/1/16,12/31/16,NA,USD,1,FALSE,DATA ERROR Ghana Fees don't tally,tmorrison@resourcegovernance.org,5/30/17,NA
A392Z,Kirkland Lake Gold Ltd.,NA,elliot.kt.tan@gmail.com,Canada,http://s21.q4cdn.com/967674075/files/doc_downloads/technical_reports/2017/ESTMA-2016-Kirkland-Lake-Gold-Ltd..pdf,6/5/17,ESTMA scraper,PDF,2017-07-01 11:32:23 EDT,yes,1/1/16,12/31/16,NA,USD,1,FALSE,DATA ERROR 4 entity names found in project names (in general),tmorrison@resourcegovernance.org,5/30/17,NA
A2O7X,KKD Oil Sands Partnership,NA,NA,Canada,http://www.nrcan.gc.ca/mining-materials/estma/19760,8/24/17 16:42,ESTMA Scraper,N/A,NA,not scraped,NA,NA,NA,NA,NA,NA,NA,hsubhash@resourcegovernance.org,6/19/17,NA
AdRgZ,Klondex Mines Ltd.,NA,elliot.kt.tan@gmail.com,Canada,http://www.klondexmines.com/assets/docs/2016-ESTMA-Report.pdf,6/5/17,ESTMA scraper,PDF,2017-07-01 11:32:23 EDT,yes,1/1/16,12/31/16,NA,USD,1,FALSE,NA,tmorrison@resourcegovernance.org,5/30/17,resolved
X8B9L,Kootenay Silver Inc.,NA,elliot.kt.tan@gmail.com,Canada,http://kootenaysilver.com/assets/docs/2016_ESTMA_Report.pdf,6/7/17,ESTMA scraper,PDF,2017-07-01 11:32:23 EDT,yes,1/1/16,12/31/16,NA,USD,1,FALSE,new data,tmorrison@resourcegovernance.org,5/30/17,NA
AM78Z,Labrador Iron Ore Royalty Corporation,NA,elliot.kt.tan@gmail.com,Canada,http://s1.q4cdn.com/337868174/files/ESTMA-Reporting_May-2017_Final.pdf,6/5/17,ESTMA scraper,PDF,2017-07-01 11:32:23 EDT,yes,1/1/16,12/31/16,NA,USD,1,FALSE,DATA ERROR entity name is the same as country name; 1 entity names found in project names (in general); Canada Taxes don't tally,tmorrison@resourcegovernance.org,5/10/17,NA
AM18A,Lafarge Canada Inc.,NA,elliot.kt.tan@gmail.com,Canada,https://s3.amazonaws.com/estma-reporting-prod-http/ESTMA2016LafargeCanadaInc,6/5/17,ESTMA scraper,PDF,2017-07-01 11:32:23 EDT,yes,1/1/16,12/31/16,NA,USD,1,FALSE,DATA ERROR Canada Fees don't tally; Canada Payments for infrastructure improvements don't tally; Canada Royalties don't tally; Canada Taxes don't tally,tmorrison@resourcegovernance.org,5/15/17,NA
Zl5PL,Lara Exploration,NA,elliot.kt.tan@gmail.com,Canada,https://www.laraexploration.com/site/assets/files/1431/2016-estma-report-final.pdf,6/7/17,ESTMA scraper,PDF,2017-07-01 11:32:23 EDT,yes,1/1/16,12/31/16,NA,USD,1,FALSE,new data,tmorrison@resourcegovernance.org,4/18/17,NA
X80dX,Laramide Resources Ltd.,NA,elliot.kt.tan@gmail.com,Canada,http://laramide.com/images/ESTMA_Report_for_the_year_ended_December_31_2016.pdf,6/5/17,ESTMA scraper,PDF,2017-07-01 11:32:23 EDT,yes,1/1/16,12/31/16,NA,USD,1,FALSE,new data,tmorrison@resourcegovernance.org,5/24/17,NA
Av8WZ,Largo Resources Ltd.,NA,elliot.kt.tan@gmail.com,Canada,http://s1.q4cdn.com/674549448/files/doc_financials/2016/2016-ESTMA-ReportingTemplate-LGO.pdf,6/5/17,ESTMA scraper,PDF,2017-07-01 11:32:23 EDT,yes,1/16/16,12/31/16,NA,USD,1,FALSE,new data,tmorrison@resourcegovernance.org,5/23/17,NA
L0N6X,LeadFX Inc.,NA,elliot.kt.tan@gmail.com,Canada,http://s21.q4cdn.com/981952641/files/doc_financials/2016/annual/LFX-ESTMA-REPORT-2016-FINAL.pdf,6/5/17,ESTMA scraper,PDF,2017-07-01 11:32:23 EDT,yes,1/31/16,12/31/16,NA,USD,1,FALSE,new data,tmorrison@resourcegovernance.org,5/24/17,NA
AP9MX,Lehigh Hanson Materials Limited,NA,elliot.kt.tan@gmail.com,Canada,http://www.lehighhanson.com/ESTMA%20Reports/ESTMA%E2%80%93LHML-2016.pdf,6/5/17,ESTMA scraper,PDF,2017-07-01 11:32:23 EDT,yes,1/1/16,12/31/16,NA,USD,1,FALSE,new data,tmorrison@resourcegovernance.org,5/30/17,NA
ARd7Z,Leucrotta Exploration Inc.,NA,elliot.kt.tan@gmail.com,Canada,http://www.leucrotta.ca/wp-content/uploads/2017/05/ESTMAÃ¢â‚¬â€œ2016-Leucrotta-Template.pdf,6/5/17,ESTMA scraper,PDF,2017-07-01 11:32:23 EDT,yes,1/1/16,12/31/16,NA,USD,1,FALSE,new data,tmorrison@resourcegovernance.org,5/30/17,NA
AYz2X,Leucrotta Exploration Inc.,NA,NA,Canada,http://www.leucrotta.ca/wp-content/uploads/2017/05/ESTMA‰ÛÒ2016-Leucrotta-Template.pdf,8/24/17 16:42,ESTMA Scraper,PDF,NA,full duplicate,NA,NA,NA,NA,NA,NA,NA,hsubhash@resourcegovernance.org,5/31/17,NA
ZlkeX,Liberty Gold Corp. (formerly Pilot Gold Inc.),NA,elliot.kt.tan@gmail.com,Canada,http://www.libertygold.ca/images/pdf/Liberty_Gold_ESTMA_Reporting_2016_1.pdf,6/5/17,ESTMA scraper,PDF,2017-07-01 11:32:23 EDT,yes,1/1/16,12/31/16,NA,USD,1,FALSE,new data,tmorrison@resourcegovernance.org,5/23/17,NA
ZWplL,Lightstream Resources Ltd.,NA,elliot.kt.tan@gmail.com,Canada,http://cfcanada.fticonsulting.com/Lightstream/docs/ESTMA%20Report%2020162.pdf,7/10/17,ESTMA scraper,PDF,2017-07-01 11:32:23 EDT,yes,1/1/16,12/31/16,NA,USD,1,FALSE,new data,tmorrison@resourcegovernance.org,6/1/17,NA
AVYoL,Loncor Resources Inc.,NA,elliot.kt.tan@gmail.com,Canada,http://www.loncor.com/i/pdf/ESTMA-Report-Loncor-2016v2.pdf,6/13/17,ESTMA scraper,PDF,2017-07-01 11:32:23 EDT,yes,1/1/16,12/31/16,NA,USD,1,FALSE,new data,tmorrison@resourcegovernance.org,5/30/17,NA
LQEkL,London & Associated Properties PLC,NA,hsubhash@resourcegovernance.org,United Kingdom,https://extractives.companieshouse.gov.uk/company/00341829/year/2015/version/1/zip,8/30/17 13:13,CoHo Api,API,8/30/17 13:13,yes,1/1/15,12/31/15,NA,GBP,1,NA,NA,hsubhash@resourcegovernance.org,6/23/16,NA
AqQ8A,London & Associated Properties PLC,NA,hsubhash@resourcegovernance.org,United Kingdom,https://extractives.companieshouse.gov.uk/company/00341829/year/2016/version/1/zip,8/30/17 13:13,CoHo Api,API,8/30/17 13:13,yes,1/1/16,12/31/16,NA,GBP,1,NA,NA,hsubhash@resourcegovernance.org,6/29/17,NA
L1naA,London & Associated Properties PLC,NA,hsubhash@resourcegovernance.org,United Kingdom,https://extractives.companieshouse.gov.uk/company/00341829/year/2015/version/1/zip,8/30/17 13:13,CoHo Api,API,8/30/17 13:13,full duplicate,1/1/15,12/31/15,NA,GBP,1,NA,NA,hsubhash@resourcegovernance.org,6/23/16,NA
Xz6bX,London & Associated Properties PLC,NA,hsubhash@resourcegovernance.org,United Kingdom,https://extractives.companieshouse.gov.uk/company/00341829/year/2016/version/1/zip,8/30/17 13:13,CoHo Api,API,8/30/17 13:13,full duplicate,1/1/16,12/31/16,NA,GBP,1,NA,NA,hsubhash@resourcegovernance.org,6/29/17,NA
AK6zL,Long Run Exploration Ltd.,NA,elliot.kt.tan@gmail.com,Canada,http://www.longrunexploration.com/upload/media_element/attachments/207/2016%20ESTMA%20Report%20-%20Long%20Run%20Exploration%20Ltd..pdf,6/5/17,ESTMA scraper,PDF,2017-07-01 11:32:23 EDT,yes,1/1/16,12/31/16,NA,USD,1,FALSE,new data,tmorrison@resourcegovernance.org,5/30/17,NA
lLjbL,Longshore Resources Ltd.,NA,elliot.kt.tan@gmail.com,Canada,http://www.longshore.ca/assets/ESTMAReporting-2016.pdf,6/5/17,ESTMA scraper,PDF,2017-07-01 11:32:23 EDT,yes,1/1/16,12/31/16,NA,USD,1,FALSE,new data,tmorrison@resourcegovernance.org,5/18/17,NA
Apk9L,Lonmin PLC,NA,hsubhash@resourcegovernance.org,United Kingdom,https://extractives.companieshouse.gov.uk/company/00103002/year/2016/version/1/zip,8/30/17 13:13,CoHo Api,API,8/30/17 13:13,yes,10/1/15,9/30/16,NA,USD,1,NA,NA,hsubhash@resourcegovernance.org,3/31/17,NA
XaNVZ,Lonmin PLC,NA,hsubhash@resourcegovernance.org,United Kingdom,https://extractives.companieshouse.gov.uk/company/00103002/year/2016/version/1/zip,8/30/17 13:13,CoHo Api,API,8/30/17 13:13,yes,10/1/15,9/30/16,NA,USD,1,NA,NA,hsubhash@resourcegovernance.org,3/31/17,NA
AVWeX,Lucara Diamond Corp.,NA,elliot.kt.tan@gmail.com,Canada,https://www.lucaradiamond.com/assets/docs/responsibility/ESTMA_Reporting-Q4_2016_FINAL.pdf,6/5/17,ESTMA scraper,PDF,2017-07-01 11:32:23 EDT,yes,1/1/16,12/31/16,NA,USD,1,FALSE,new data,tmorrison@resourcegovernance.org,5/29/17,NA
Z5mdZ,Lukoil Pjsc,NA,hsubhash@resourcegovernance.org,United Kingdom,http://tools.morningstar.co.uk/tsweu6nqxu/globaldocuments/document/rnsNewsItem.aspx?DocumentId=373204741504444,8/30/17 14:29,UK Manual Scrape,NA,8/30/17 14:29,yes,1/1/15,12/31/15,NA,USD,1,NA,NA,hsubhash@resourcegovernance.org,6/29/16,NA
A3njL,Lukoil Pjsc,NA,hsubhash@resourcegovernance.org,United Kingdom,http://tools.morningstar.co.uk/tsweu6nqxu/globaldocuments/document/rnsNewsItem.aspx?DocumentId=373204741504444,8/30/17 14:29,UK Manual Scrape,NA,8/30/17 14:29,yes,1/1/15,12/31/15,NA,USD,1,NA,NA,hsubhash@resourcegovernance.org,6/29/16,NA
AxoWL,Lumina Gold Corp.,NA,elliot.kt.tan@gmail.com,Canada,https://luminagold.com/assets/docs/Lumina%20Gold%20ESTMA%20Report%20-%202016-1496261757.pdf,6/5/17,ESTMA scraper,PDF,2017-07-01 11:32:23 EDT,yes,1/1/16,12/31/16,NA,USD,1,FALSE,new data,tmorrison@resourcegovernance.org,5/30/17,NA
XJb6X,Luna Gold Corp.,NA,elliot.kt.tan@gmail.com,Canada,https://www.trekmining.com/assets/pdf/Policies/Luna-Gold-2016-ESTMA-report-final.pdf,6/5/17,ESTMA scraper,PDF,2017-07-01 11:32:23 EDT,yes,1/1/16,12/31/16,NA,USD,1,FALSE,new data,tmorrison@resourcegovernance.org,5/30/17,NA
LoNNZ,Lundin Gold Inc.,NA,elliot.kt.tan@gmail.com,Canada,http://www.lundingold.com/i/pdf/governance/estma_report.pdf,6/5/17,ESTMA scraper,PDF,2017-07-01 11:32:23 EDT,yes,1/1/16,12/31/16,NA,USD,1,FALSE,new data,tmorrison@resourcegovernance.org,5/29/17,NA
AdavX,Lundin Mining Corporation,NA,NA,Canada,http://www.lundinmining.com/i/pdf/2016-ESTMA-LUN.pdf,8/24/17 16:42,ESTMA Scraper,PDF,NA,yes,NA,NA,NA,NA,NA,NA,NA,hsubhash@resourcegovernance.org,6/1/17,NA
AgKYA,Lupaka Gold Corp.,NA,elliot.kt.tan@gmail.com,Canada,http://www.lupakagold.com/i/pdf/estma/2016-ESTMA-LPK_Complete.pdf,6/5/17,ESTMA scraper,PDF,2017-07-01 11:32:23 EDT,yes,1/1/16,12/31/16,NA,USD,1,FALSE,new data,tmorrison@resourcegovernance.org,2017-05-30,NA
ZWdlL,Lydian International Limited,NA,elliot.kt.tan@gmail.com,Canada,http://www.lydianinternational.co.uk/images/paymentsToGovernments/2016_ESTMA_Annual_Report_filing_revision_06-01-17.pdf,6/7/17,ESTMA scraper,PDF,2017-07-01 11:32:23 EDT,yes,1/1/16,12/31/16,NA,USD,1,FALSE,new data,tmorrison@resourcegovernance.org,2017-05-19,NA
XBmOA,Madalena Energy Inc,NA,elliot.kt.tan@gmail.com,Canada,http://www.madalenaenergy.com/download/ESTMA%202016%20Reporting%20Madalena%20.pdf,6/5/17,ESTMA scraper,PDF,2017-07-01 11:32:23 EDT,yes,1/1/16,12/31/16,NA,USD,1,FALSE,new data,tmorrison@resourcegovernance.org,2017-05-26,NA
AY8nL,MAG Silver Corp,NA,elliot.kt.tan@gmail.com,Canada,http://www.magsilver.com.update.editmec.com/i/pdf/2016-ESTMA.pdf,6/5/17,ESTMA scraper,PDF,2017-07-01 11:32:23 EDT,yes,1/1/16,12/31/16,NA,USD,1,FALSE,NA,tmorrison@resourcegovernance.org,2017-05-30,resolved
Znq1X,Magris Resources Canada Inc.,NA,elliot.kt.tan@gmail.com,Canada,http://niobec.com/wp-content/uploads/2017/05/Magris-Resources-Canada-Inc-ESTMA-Filing-4.pdf,6/5/17,ESTMA scraper,PDF,2017-07-01 11:32:23 EDT,yes,1/1/16,12/31/16,NA,USD,1,FALSE,DATA ERROR Canada Taxes don't tally,tmorrison@resourcegovernance.org,2017-05-17,NA
XDxzX,Mancal Corporation,NA,NA,Canada,http://www.mancal.com/pdf/Mancal Corporation E922954 REVISED ESTMA REPORT 2016.pdf,2017-08-24 16:42:00,ESTMA Scraper,PDF,NA,not scraped,NA,NA,NA,NA,NA,NA,NA,hsubhash@resourcegovernance.org,2017-05-29,NA
LjanZ,Mandalay Resources Corporation,NA,elliot.kt.tan@gmail.com,Canada,http://www.mandalayresources.com/wp-content/uploads/2016/05/2017_06_02_MND_ESTMA_Report.pdf,6/7/17,ESTMA scraper,PDF,2017-07-01 11:32:23 EDT,yes,1/1/16,12/31/16,NA,USD,1,FALSE,new data,tmorrison@resourcegovernance.org,2017-06-02,NA
KAPMX,Manitok Energy Inc.,NA,elliot.kt.tan@gmail.com,Canada,http://manitokenergy.com/files/public-files/cal-investors-files/estma-reporting-2016.pdf,6/5/17,ESTMA scraper,PDF,2017-07-01 11:32:23 EDT,yes,1/1/16,12/31/16,NA,USD,1,FALSE,new data,tmorrison@resourcegovernance.org,2017-05-30,NA
XywNL,Manulife Resources Limited,NA,elliot.kt.tan@gmail.com,Canada,http://www.nalresources.com/upload/media_element/attachments/7/ESTMA%20Report%20-%20MREL%20-%202016.pdf,6/5/17,ESTMA scraper,PDF,2017-07-01 11:32:23 EDT,yes,1/1/16,12/31/16,NA,USD,1,FALSE,DATA ERROR 3 entity names found in project names (in general),tmorrison@resourcegovernance.org,2017-05-25,NA
X89vZ,Manulife Western Holdings Limited Partnership,NA,elliot.kt.tan@gmail.com,Canada,http://www.nalresources.com/upload/media_element/attachments/8/ESTMA%20Report%20-%20MWHLP%20-%202016.pdf,6/5/17,ESTMA scraper,PDF,2017-07-01 11:32:23 EDT,yes,1/1/16,12/31/16,NA,USD,1,FALSE,DATA ERROR 3 entity names found in project names (in general),tmorrison@resourcegovernance.org,2017-05-25,NA
Lw0aA,Marathon Oil Canada Corporation,NA,elliot.kt.tan@gmail.com,Canada,http://www.marathonoil.com/content/documents/globalOperations/ESTMA_Report_-_FINAL.pdf,6/5/17,ESTMA scraper,PDF,2017-07-01 11:32:23 EDT,yes,1/1/16,12/31/16,NA,USD,1,FALSE,new data,tmorrison@resourcegovernance.org,2017-05-25,NA
LEQDL,Marathon Oil West of Shetlands Limited,NA,hsubhash@resourcegovernance.org,United Kingdom,https://extractives.companieshouse.gov.uk/company/04105025/year/2015/version/1/zip,2017-08-30 13:13:00,CoHo Api,API,8/30/17 13:13,yes,1/1/15,12/31/15,NA,GBP,1,NA,NA,hsubhash@resourcegovernance.org,2016-11-30,NA
A24YZ,Marathon Oil West of Shetlands Limited,NA,hsubhash@resourcegovernance.org,United Kingdom,https://extractives.companieshouse.gov.uk/company/04105025/year/2015/version/1/zip,2017-08-30 13:13:00,CoHo Api,API,8/30/17 13:13,yes,1/1/15,12/31/15,NA,GBP,1,NA,NA,hsubhash@resourcegovernance.org,2016-11-30,NA
aAOvL,Marlin Gold Mining Ltd,NA,elliot.kt.tan@gmail.com,Canada,http://www.marlingold.com/_literature_166701/ESTMA_Annual_Report,6/5/17,ESTMA scraper,PDF,2017-07-01 11:32:23 EDT,yes,1/1/16,12/31/16,NA,USD,1,FALSE,new data,tmorrison@resourcegovernance.org,2017-05-30,NA
AkKwA,Marquee Energy Ltd.,NA,elliot.kt.tan@gmail.com,Canada,http://www.marquee-energy.com/cms/wp-content/uploads/2017/05/2016_ESTMA_Report.pdf,6/5/17,ESTMA scraper,PDF,2017-07-01 11:32:23 EDT,yes,1/1/16,12/31/16,NA,USD,1,FALSE,new data,tmorrison@resourcegovernance.org,2017-05-29,NA
LQ1zL,McEwen Mining Inc.,NA,elliot.kt.tan@gmail.com,Canada,http://s1.q4cdn.com/807296388/files/doc_financials/ESTMA%E2%80%93ReportingTemplate_MUX.pdf,6/5/17,ESTMA scraper,PDF,2017-07-01 11:32:23 EDT,yes,1/1/16,12/31/16,NA,USD,1,FALSE,new data,tmorrison@resourcegovernance.org,2017-05-30,NA
AbadL,MEG Energy Corp.,NA,elliot.kt.tan@gmail.com,Canada,http://megenergy.com/sites/default/files/ESTMA%20Combined%20Report%205.29.2017.pdf,6/5/17,ESTMA scraper,PDF,2017-07-01 11:32:23 EDT,yes,1/1/16,12/31/16,NA,USD,1,FALSE,new data,tmorrison@resourcegovernance.org,2017-05-30,NA
LQbxA,Mega Uranium Ltd,NA,elliot.kt.tan@gmail.com,Canada,http://www.megauranium.com/_resources/Mega-ESTIMA-Report-Sept-30-2016.pdf,6/5/17,ESTMA scraper,PDF,2017-07-01 11:32:23 EDT,yes,10/1/15,9/30/16,NA,USD,1,FALSE,new data,tmorrison@resourcegovernance.org,2017-02-16,NA
AqvYX,Meridian Mining SE,NA,elliot.kt.tan@gmail.com,Canada,http://meridianmining.co/wp-content/uploads/2016-Meridian-Mining-SE-ESTMA-Report-Final.pdf,6/5/17,ESTMA scraper,PDF,2017-07-01 11:32:23 EDT,yes,1/1/16,12/31/16,NA,USD,1,FALSE,new data,tmorrison@resourcegovernance.org,2017-05-30,NA
jXyKL,Midas Gold Corp,NA,elliot.kt.tan@gmail.com,Canada,https://midasgoldcorp.com/site/assets/files/2169/2016-12-31_midas_gold_corp_-_estma_report.pdf,6/5/17,ESTMA scraper,PDF,2017-07-01 11:32:23 EDT,yes,1/1/16,12/31/16,NA,USD,1,FALSE,new data,tmorrison@resourcegovernance.org,2017-05-25,NA
AvgPX,Minera IRL Limited,NA,elliot.kt.tan@gmail.com,Canada,http://minera-irl.com/files/2017-pdf/en/ESTMA%E2%80%93ReportingTemplate.pdf,6/5/17,ESTMA scraper,PDF,2017-07-01 11:32:23 EDT,yes,1/1/16,12/31/16,NA,USD,1,FALSE,DATA ERROR sourceId not found in project table,tmorrison@resourcegovernance.org,2017-05-18,NA
LjBJL,Mirasol Resources Ltd.,NA,elliot.kt.tan@gmail.com,Canada,http://mirasolresources.com/wp-content/uploads/2017/05/ESTMA-Annual-Report-MRZ-Jun-30-2016.pdf,6/5/17,ESTMA scraper,PDF,2017-07-01 11:32:23 EDT,yes,7/1/15,6/30/16,NA,USD,1,FALSE,NA,tmorrison@resourcegovernance.org,2017-04-18,resolved
AYjGX,Mitsui E&P UK Limited,NA,hsubhash@resourcegovernance.org,United Kingdom,https://extractives.companieshouse.gov.uk/company/07652477/year/2015/version/1/zip,2017-08-30 13:13:00,CoHo Api,API,8/30/17 13:13,yes,1/1/15,12/31/15,NA,GBP,1,NA,NA,hsubhash@resourcegovernance.org,2017-03-21,NA
XNVoX,Mitsui E&P UK Limited,NA,hsubhash@resourcegovernance.org,United Kingdom,https://extractives.companieshouse.gov.uk/company/07652477/year/2015/version/1/zip,2017-08-30 13:13:00,CoHo Api,API,8/30/17 13:13,yes,1/1/15,12/31/15,NA,GBP,1,NA,NA,hsubhash@resourcegovernance.org,2017-03-21,NA
Apa0X,Modern Resources Inc.,NA,elliot.kt.tan@gmail.com,Canada,http://modernresources.ca/wp-content/uploads/2017/05/Modern-Resources-ESTMA-Report-2016.pdf,6/5/17,ESTMA scraper,PDF,2017-07-01 11:32:23 EDT,yes,1/1/16,12/31/16,NA,USD,1,FALSE,new data,tmorrison@resourcegovernance.org,2017-05-29,NA
Ad3bL,MONDI PLC,NA,hsubhash@resourcegovernance.org,United Kingdom,https://extractives.companieshouse.gov.uk/company/06209386/year/2015/version/1/zip,2017-08-30 13:13:00,CoHo Api,API,8/30/17 13:13,yes,1/1/15,12/31/15,NA,EUR,1,NA,NA,hsubhash@resourcegovernance.org,2016-06-28,NA
XDKvA,MONDI PLC,NA,hsubhash@resourcegovernance.org,United Kingdom,https://extractives.companieshouse.gov.uk/company/06209386/year/2016/version/1/zip,2017-08-30 13:13:00,CoHo Api,API,8/30/17 13:13,yes,1/1/16,12/31/16,NA,EUR,1,NA,NA,hsubhash@resourcegovernance.org,2017-06-13,NA
Znv0Z,MONDI PLC,NA,hsubhash@resourcegovernance.org,United Kingdom,https://extractives.companieshouse.gov.uk/company/06209386/year/2015/version/1/zip,2017-08-30 13:13:00,CoHo Api,API,8/30/17 13:13,full duplicate,1/1/15,12/31/15,NA,EUR,1,NA,NA,hsubhash@resourcegovernance.org,2016-06-28,NA
L66eL,MONDI PLC,NA,hsubhash@resourcegovernance.org,United Kingdom,https://extractives.companieshouse.gov.uk/company/06209386/year/2016/version/1/zip,2017-08-30 13:13:00,CoHo Api,API,8/30/17 13:13,full duplicate,1/1/16,12/31/16,NA,EUR,1,NA,NA,hsubhash@resourcegovernance.org,2017-06-13,NA
Z50mX,Monument Mining Limited,NA,elliot.kt.tan@gmail.com,Canada,http://www.monumentmining.com/i/pdf/reports/ESTMA/ESTMA-Report-Fiscal-2016-12-09.pdf,6/5/17,ESTMA scraper,PDF,2017-07-01 11:32:23 EDT,yes,7/1/15,6/30/16,NA,USD,1,FALSE,new data,tmorrison@resourcegovernance.org,2016-11-30,NA
L02PX,Mosaic Esterhazy Holdings ULC,NA,elliot.kt.tan@gmail.com,Canada,http://investors.mosaicco.com/ShowFile.aspx?KeyFile=1001224623&Format=XLSX&Output=XLSX,6/5/17,ESTMA scraper,XLS,2017-07-01 11:32:23 EDT,yes,1/1/16,12/31/16,NA,USD,1,FALSE,new data,tmorrison@resourcegovernance.org,2017-05-25,NA
LoOeL,"Mosaic Feed Ingredients, Limited",NA,NA,Canada,http://investors.mosaicco.com/ShowFile.aspx?KeyFile=1001224624&Format=XLSX&Output=XLSX,2017-08-24 16:42:00,ESTMA Scraper,XLS,NA,not scraped,NA,NA,NA,NA,NA,NA,NA,hsubhash@resourcegovernance.org,2017-06-05,NA
AP5lX,Mosaic I (Canada) Holdings ULC,NA,elliot.kt.tan@gmail.com,Canada,http://investors.mosaicco.com/ShowFile.aspx?KeyFile=1001224625&Format=XLSX&Output=XLSX,6/5/17,ESTMA scraper,XLS,2017-07-01 11:32:23 EDT,yes,1/1/16,12/31/16,NA,USD,1,FALSE,new data,tmorrison@resourcegovernance.org,2017-05-25,NA
