sourceID,projectCountry,reportingCompany,projectName,paymentType,reportYear,projectPayment,totPay,proportionPay,sourceURL,reportingCountry
src_nA46mZ,Canada,Meg Energy Corp,Christina Lake,Royalties,2016,6564057.936600001,26920182.434240002,0.2438340807174888,http://megenergy.com/sites/default/files/ESTMA%20Combined%20Report%205.29.2017.pdf,Canada
src_nA46mZ,Canada,Meg Energy Corp,Christina Lake,Taxes,2016,14561645.7674,26920182.434240002,0.5409192825112107,http://megenergy.com/sites/default/files/ESTMA%20Combined%20Report%205.29.2017.pdf,Canada
src_nA46mZ,Canada,Meg Energy Corp,Surmont,Fees,2016,143352.98942,196167.24868,0.7307692307692308,http://megenergy.com/sites/default/files/ESTMA%20Combined%20Report%205.29.2017.pdf,Canada
src_nA46mZ,Canada,Meg Energy Corp,Surmont,Taxes,2016,52814.25926,196167.24868,0.2692307692307692,http://megenergy.com/sites/default/files/ESTMA%20Combined%20Report%205.29.2017.pdf,Canada
src_JZnq1X,Canada,Modern Resources Inc,Elmworth,Fees,2016,15089.78836,75448.9418,0.2,http://modernresources.ca/wp-content/uploads/2017/05/Modern-Resources-ESTMA-Report-2016.pdf,Canada
src_JZnq1X,Canada,Modern Resources Inc,Elmworth,Royalties,2016,45269.36508,75448.9418,0.6000000000000001,http://modernresources.ca/wp-content/uploads/2017/05/Modern-Resources-ESTMA-Report-2016.pdf,Canada
src_JZnq1X,Canada,Modern Resources Inc,Elmworth,Taxes,2016,15089.78836,75448.9418,0.2,http://modernresources.ca/wp-content/uploads/2017/05/Modern-Resources-ESTMA-Report-2016.pdf,Canada
src_8AxMwX,Canada,Murphy Oil Company Ltd,Hibernia,Royalties,2016,27463414.8152,31801728.9687,0.8635824436536181,http://www.murphyoilcorp.com/content/documents/ESTMA%20Report%202016.pdf,Canada
src_8AxMwX,Canada,Murphy Oil Company Ltd,Hibernia,Taxes,2016,4338314.1535,31801728.9687,0.13641755634638197,http://www.murphyoilcorp.com/content/documents/ESTMA%20Report%202016.pdf,Canada
src_8AxMwX,Canada,Murphy Oil Company Ltd,Kaybob,Fees,2016,370454.304238,1532368.007958,0.241752831117676,http://www.murphyoilcorp.com/content/documents/ESTMA%20Report%202016.pdf,Canada
src_8AxMwX,Canada,Murphy Oil Company Ltd,Kaybob,Royalties,2016,1161913.70372,1532368.007958,0.758247168882324,http://www.murphyoilcorp.com/content/documents/ESTMA%20Report%202016.pdf,Canada
src_8AxMwX,Canada,Murphy Oil Company Ltd,Montney,Fees,2016,1365625.8465800001,5885017.4604,0.23205128205128206,http://www.murphyoilcorp.com/content/documents/ESTMA%20Report%202016.pdf,Canada
src_8AxMwX,Canada,Murphy Oil Company Ltd,Montney,Taxes,2016,4519391.613820001,5885017.4604,0.767948717948718,http://www.murphyoilcorp.com/content/documents/ESTMA%20Report%202016.pdf,Canada
src_8AxMwX,Canada,Murphy Oil Company Ltd,Syncrude Project,Taxes,2016,13656258.4658,13656258.4658,1,http://www.murphyoilcorp.com/content/documents/ESTMA%20Report%202016.pdf,Canada
src_8AxMwX,Canada,Murphy Oil Company Ltd,Terra Nova,Royalties,2016,12222728.5716,12984762.883779999,0.9413131900058106,http://www.murphyoilcorp.com/content/documents/ESTMA%20Report%202016.pdf,Canada
src_8AxMwX,Canada,Murphy Oil Company Ltd,Terra Nova,Taxes,2016,762034.31218,12984762.883779999,0.05868680999418943,http://www.murphyoilcorp.com/content/documents/ESTMA%20Report%202016.pdf,Canada
src_2AG4rX,Canada,Nalcor Energy Oil and Gas Inc,Hibernia,Royalties,2016,3213410.4192011543,3213410.4192011543,1,https://nalcorenergy.com/wp-content/uploads/2017/05/Nalcor-2016-ESTMA-Reporting.pdf,Canada
src_2AG4rX,Canada,Nalcor Energy Oil and Gas Inc,White Rose,Royalties,2016,708329.75540676,708329.75540676,1,https://nalcorenergy.com/wp-content/uploads/2017/05/Nalcor-2016-ESTMA-Reporting.pdf,Canada
src_dAg8aX,Canada,Northern Blizzard Resources Inc,Lloydminster,Fees,2016,341783.706354,4800816.166734001,0.07119283356907119,https://www.northernblizzard.com/uploads/Documents/2016-estma-nbri.pdf,Canada
src_dAg8aX,Canada,Northern Blizzard Resources Inc,Lloydminster,Royalties,2016,2014486.74606,4800816.166734001,0.4196133899104196,https://www.northernblizzard.com/uploads/Documents/2016-estma-nbri.pdf,Canada
src_dAg8aX,Canada,Northern Blizzard Resources Inc,Lloydminster,Taxes,2016,2444545.7143200003,4800816.166734001,0.5091937765205091,https://www.northernblizzard.com/uploads/Documents/2016-estma-nbri.pdf,Canada
src_dAg6oL,Canada,Omers Energy Inc,Se Saskatchewan,Royalties,2016,2105025.47622,2105025.47622,1,http://myfilehosting.ca/omersenergy/OEI%202016%20ESTMA%E2%80%93ReportingTemplate.pdf,Canada
src_pZ5OyA,Canada,Orlen Upstream Canada Ltd,Ferrier,Bonuses,2016,117309.2218937088,1178786.0487789668,0.09951697512472457,http://www.orlenupstream.ca/EN/Press/News/Documents/OUC%202016%20ESTMA%20report.pdf,Canada
src_pZ5OyA,Canada,Orlen Upstream Canada Ltd,Ferrier,Fees,2016,186552.4882306588,1178786.0487789668,0.15825814058785076,http://www.orlenupstream.ca/EN/Press/News/Documents/OUC%202016%20ESTMA%20report.pdf,Canada
src_pZ5OyA,Canada,Orlen Upstream Canada Ltd,Ferrier,Royalties,2016,450194.7063986422,1178786.0487789668,0.3819138399754321,http://www.orlenupstream.ca/EN/Press/News/Documents/OUC%202016%20ESTMA%20report.pdf,Canada
src_pZ5OyA,Canada,Orlen Upstream Canada Ltd,Ferrier,Taxes,2016,424729.632255957,1178786.0487789668,0.3603110443119926,http://www.orlenupstream.ca/EN/Press/News/Documents/OUC%202016%20ESTMA%20report.pdf,Canada
src_pZ5OyA,Canada,Orlen Upstream Canada Ltd,Peace River,Fees,2016,114292.62984755539,721110.549621278,0.1584952957734165,http://www.orlenupstream.ca/EN/Press/News/Documents/OUC%202016%20ESTMA%20report.pdf,Canada
src_pZ5OyA,Canada,Orlen Upstream Canada Ltd,Peace River,Royalties,2016,475438.5265194989,721110.549621278,0.6593143405947892,http://www.orlenupstream.ca/EN/Press/News/Documents/OUC%202016%20ESTMA%20report.pdf,Canada
src_pZ5OyA,Canada,Orlen Upstream Canada Ltd,Peace River,Taxes,2016,131379.3932542236,721110.549621278,0.1821903636317942,http://www.orlenupstream.ca/EN/Press/News/Documents/OUC%202016%20ESTMA%20report.pdf,Canada
src_2AdavX,Canada,Osisko Gold Royalties Ltd,Eleonore,Fees,2016,113173.4127,113173.4127,1,http://osiskogr.com/app/uploads/2017/05/OR-ESTMA-Consolidated-report-2016.pdf,Canada
src_7ARwNX,Canada,Osum Oil Sands Corp,Liege,Fees,2016,37724.4709,37724.4709,1,https://www.osumcorp.com/wp-content/uploads/2017/05/2016-ESTMA-Report.xlsx,Canada
src_lLj3yA,Canada,Painted Pony Petroleum Ltd,Northern Bc,Fees,2016,1727780.76722,3191490.23814,0.541371158392435,http://s2.q4cdn.com/513538771/files/doc_downloads/estma/ESMTAReportingPPYF-V1-Signed.pdf,Canada
src_lLj3yA,Canada,Painted Pony Petroleum Ltd,Northern Bc,Royalties,2016,1177003.49208,3191490.23814,0.36879432624113473,http://s2.q4cdn.com/513538771/files/doc_downloads/estma/ESMTAReportingPPYF-V1-Signed.pdf,Canada
src_lLj3yA,Canada,Painted Pony Petroleum Ltd,Northern Bc,Taxes,2016,286705.97884,3191490.23814,0.08983451536643026,http://s2.q4cdn.com/513538771/files/doc_downloads/estma/ESMTAReportingPPYF-V1-Signed.pdf,Canada
src_JZnpdA,Canada,Paramount Resources Ltd,Grande Prairie,Bonuses,2016,128263.20106,3983704.1270399997,0.0321969696969697,http://www.paramountres.com/upload/media_element/94/01/paramount-resources-ltd.-estma-report---2016.pdf,Canada
src_JZnpdA,Canada,Paramount Resources Ltd,Grande Prairie,Fees,2016,814848.57144,3983704.1270399997,0.20454545454545456,http://www.paramountres.com/upload/media_element/94/01/paramount-resources-ltd.-estma-report---2016.pdf,Canada
src_JZnpdA,Canada,Paramount Resources Ltd,Grande Prairie,Royalties,2016,2135205.05294,3983704.1270399997,0.5359848484848485,http://www.paramountres.com/upload/media_element/94/01/paramount-resources-ltd.-estma-report---2016.pdf,Canada
src_JZnpdA,Canada,Paramount Resources Ltd,Grande Prairie,Taxes,2016,905387.3016,3983704.1270399997,0.2272727272727273,http://www.paramountres.com/upload/media_element/94/01/paramount-resources-ltd.-estma-report---2016.pdf,Canada
src_JZnpdA,Canada,Paramount Resources Ltd,Kaybob,Bonuses,2016,37724.4709,7235553.51862,0.005213764337851929,http://www.paramountres.com/upload/media_element/94/01/paramount-resources-ltd.-estma-report---2016.pdf,Canada
src_JZnpdA,Canada,Paramount Resources Ltd,Kaybob,Fees,2016,1773050.1323,7235553.51862,0.24504692387904065,http://www.paramountres.com/upload/media_element/94/01/paramount-resources-ltd.-estma-report---2016.pdf,Canada
src_JZnpdA,Canada,Paramount Resources Ltd,Kaybob,Royalties,2016,2135205.05294,7235553.51862,0.29509906152241916,http://www.paramountres.com/upload/media_element/94/01/paramount-resources-ltd.-estma-report---2016.pdf,Canada
src_JZnpdA,Canada,Paramount Resources Ltd,Kaybob,Taxes,2016,3289573.86248,7235553.51862,0.4546402502606882,http://www.paramountres.com/upload/media_element/94/01/paramount-resources-ltd.-estma-report---2016.pdf,Canada
src_BLmx7Z,Canada,Pengrowth Energy Corporation,Swan Hills,Fees,2016,1237362.64552,6073639.8149,0.20372670807453416,http://www.pengrowth.com/assets/ESTMA/Pengrowth-Energy-Corporation-2016-ESTMA-Report.pdf,Canada
src_BLmx7Z,Canada,Pengrowth Energy Corporation,Swan Hills,Taxes,2016,4836277.16938,6073639.8149,0.7962732919254658,http://www.pengrowth.com/assets/ESTMA/Pengrowth-Energy-Corporation-2016-ESTMA-Report.pdf,Canada
src_WZWlmL,Canada,Penn West Petroleum Ltd,Cardium,Fees,2016,1991852.06352,27569043.333720002,0.0722495894909688,http://s3-ca-central-1.amazonaws.com/obsidian-media-library/obsidian-energy/corporate-website/current/wp-content/uploads/2017/06/27194122/ESTMA_Report2016-Final.pdf,Canada
src_WZWlmL,Canada,Penn West Petroleum Ltd,Cardium,Royalties,2016,16523318.2542,27569043.333720002,0.599343185550082,http://s3-ca-central-1.amazonaws.com/obsidian-media-library/obsidian-energy/corporate-website/current/wp-content/uploads/2017/06/27194122/ESTMA_Report2016-Final.pdf,Canada
src_WZWlmL,Canada,Penn West Petroleum Ltd,Cardium,Taxes,2016,9053873.016,27569043.333720002,0.3284072249589491,http://s3-ca-central-1.amazonaws.com/obsidian-media-library/obsidian-energy/corporate-website/current/wp-content/uploads/2017/06/27194122/ESTMA_Report2016-Final.pdf,Canada
src_WZWlmL,Canada,Penn West Petroleum Ltd,Peace River,Fees,2016,897842.4074200001,4625020.13234,0.1941272430668842,http://s3-ca-central-1.amazonaws.com/obsidian-media-library/obsidian-energy/corporate-website/current/wp-content/uploads/2017/06/27194122/ESTMA_Report2016-Final.pdf,Canada
src_WZWlmL,Canada,Penn West Petroleum Ltd,Peace River,Payments for infrastructure improvements,2016,7544.89418,4625020.13234,0.0016313213703099511,http://s3-ca-central-1.amazonaws.com/obsidian-media-library/obsidian-energy/corporate-website/current/wp-content/uploads/2017/06/27194122/ESTMA_Report2016-Final.pdf,Canada
src_WZWlmL,Canada,Penn West Petroleum Ltd,Peace River,Royalties,2016,2497359.97358,4625020.13234,0.5399673735725938,http://s3-ca-central-1.amazonaws.com/obsidian-media-library/obsidian-energy/corporate-website/current/wp-content/uploads/2017/06/27194122/ESTMA_Report2016-Final.pdf,Canada
src_WZWlmL,Canada,Penn West Petroleum Ltd,Peace River,Taxes,2016,1222272.8571600001,4625020.13234,0.2642740619902121,http://s3-ca-central-1.amazonaws.com/obsidian-media-library/obsidian-energy/corporate-website/current/wp-content/uploads/2017/06/27194122/ESTMA_Report2016-Final.pdf,Canada
src_jXyj9Z,Canada,Perpetual Energy Inc,Eastern,Taxes,2016,1395805.4233000001,1395805.4233000001,1,http://www.perpetualenergyinc.com/en/documents/estma/PEI%20E401036%202016%20ESTMA%20Report.pdf,Canada
src_0X8OnA,Canada,Perpetual Operating Trust,Eastern,Royalties,2016,188622.35450000002,188622.35450000002,1,http://www.perpetualenergyinc.com/en/documents/estma/POT%20E841427%202016%20ESTMA%20Report.pdf,Canada
src_PLQYqL,Canada,Petrus Resources Ltd,Ferrier,Fees,2016,105628.51852,935566.87832,0.11290322580645161,http://www.petrusresources.com/files/Regulatory/2017/2016%20ESTMA%20Report%20-%20Petrus%20Resources%20Ltdpdf,Canada
src_PLQYqL,Canada,Petrus Resources Ltd,Ferrier,Royalties,2016,437603.86244,935566.87832,0.46774193548387094,http://www.petrusresources.com/files/Regulatory/2017/2016%20ESTMA%20Report%20-%20Petrus%20Resources%20Ltdpdf,Canada
src_PLQYqL,Canada,Petrus Resources Ltd,Ferrier,Taxes,2016,392334.49736000004,935566.87832,0.41935483870967744,http://www.petrusresources.com/files/Regulatory/2017/2016%20ESTMA%20Report%20-%20Petrus%20Resources%20Ltdpdf,Canada
src_PLQYqL,Canada,Petrus Resources Ltd,Foothills,Fees,2016,98083.62434000001,671495.5820200001,0.14606741573033707,http://www.petrusresources.com/files/Regulatory/2017/2016%20ESTMA%20Report%20-%20Petrus%20Resources%20Ltdpdf,Canada
src_PLQYqL,Canada,Petrus Resources Ltd,Foothills,Royalties,2016,241436.61376,671495.5820200001,0.3595505617977528,http://www.petrusresources.com/files/Regulatory/2017/2016%20ESTMA%20Report%20-%20Petrus%20Resources%20Ltdpdf,Canada
src_PLQYqL,Canada,Petrus Resources Ltd,Foothills,Taxes,2016,331975.34392,671495.5820200001,0.49438202247191004,http://www.petrusresources.com/files/Regulatory/2017/2016%20ESTMA%20Report%20-%20Petrus%20Resources%20Ltdpdf,Canada
src_PLQYqL,Canada,Petrus Resources Ltd,Peace River,Royalties,2016,535687.48678,739399.62964,0.7244897959183674,http://www.petrusresources.com/files/Regulatory/2017/2016%20ESTMA%20Report%20-%20Petrus%20Resources%20Ltdpdf,Canada
src_PLQYqL,Canada,Petrus Resources Ltd,Peace River,Taxes,2016,203712.14286,739399.62964,0.2755102040816326,http://www.petrusresources.com/files/Regulatory/2017/2016%20ESTMA%20Report%20-%20Petrus%20Resources%20Ltdpdf,Canada
src_qAqxJL,Canada,Peyto Exploration Development Corp,Deep Basin,Bonuses,2016,912932.1957800001,26301501.11148,0.034710269650028686,http://www.peyto.com/Files/ESTMA/2016/2016ESTMA.pdf,Canada
src_qAqxJL,Canada,Peyto Exploration Development Corp,Deep Basin,Fees,2016,5266336.13764,26301501.11148,0.2002294893861159,http://www.peyto.com/Files/ESTMA/2016/2016ESTMA.pdf,Canada
src_qAqxJL,Canada,Peyto Exploration Development Corp,Deep Basin,Payments for infrastructure improvements,2016,82993.83598,26301501.11148,0.003155479059093517,http://www.peyto.com/Files/ESTMA/2016/2016ESTMA.pdf,Canada
src_qAqxJL,Canada,Peyto Exploration Development Corp,Deep Basin,Royalties,2016,12524524.3388,26301501.11148,0.47619047619047616,http://www.peyto.com/Files/ESTMA/2016/2016ESTMA.pdf,Canada
src_qAqxJL,Canada,Peyto Exploration Development Corp,Deep Basin,Taxes,2016,7514714.60328,26301501.11148,0.2857142857142857,http://www.peyto.com/Files/ESTMA/2016/2016ESTMA.pdf,Canada
src_mZl01Z,Canada,Questfire Energy Corp,Brazeau,Fees,2016,37724.4709,45269.36508,0.8333333333333333,http://www.questfire.ca/_pdfs/Questfire-Energy-Corp-ESTMA-report-2016.pdf,Canada
src_mZl01Z,Canada,Questfire Energy Corp,Brazeau,Royalties,2016,7544.89418,45269.36508,0.16666666666666666,http://www.questfire.ca/_pdfs/Questfire-Energy-Corp-ESTMA-report-2016.pdf,Canada
src_mZl01Z,Canada,Questfire Energy Corp,Crossfield,Fees,2016,22634.68254,22634.68254,1,http://www.questfire.ca/_pdfs/Questfire-Energy-Corp-ESTMA-report-2016.pdf,Canada
src_mZl01Z,Canada,Questfire Energy Corp,Medicine Hat,Fees,2016,165987.67196,173532.56614,0.9565217391304348,http://www.questfire.ca/_pdfs/Questfire-Energy-Corp-ESTMA-report-2016.pdf,Canada
src_mZl01Z,Canada,Questfire Energy Corp,Medicine Hat,Royalties,2016,7544.89418,173532.56614,0.043478260869565216,http://www.questfire.ca/_pdfs/Questfire-Energy-Corp-ESTMA-report-2016.pdf,Canada
src_mZl01Z,Canada,Questfire Energy Corp,Red Deer,Fees,2016,196167.24868000002,218801.93122000003,0.896551724137931,http://www.questfire.ca/_pdfs/Questfire-Energy-Corp-ESTMA-report-2016.pdf,Canada
src_mZl01Z,Canada,Questfire Energy Corp,Red Deer,Royalties,2016,22634.68254,218801.93122000003,0.10344827586206896,http://www.questfire.ca/_pdfs/Questfire-Energy-Corp-ESTMA-report-2016.pdf,Canada
src_nAMdDL,Canada,Repsol,Duvernay,Fees,2016,553075.8705,995536.5669,0.5555555555555556,https://imagenes.repsol.com/es_en/23022017HR_informe_consolidado_pagos_administraciones_publicas_actividades_exploracion_produccion_hidrocarburos_en_tcm11-752545.pdf,Spain
src_nAMdDL,Canada,Repsol,Duvernay,Taxes,2016,442460.69639999996,995536.5669,0.4444444444444444,https://imagenes.repsol.com/es_en/23022017HR_informe_consolidado_pagos_administraciones_publicas_actividades_exploracion_produccion_hidrocarburos_en_tcm11-752545.pdf,Spain
src_nAMdDL,Canada,Repsol,El 1144,Fees,2016,1659227.6114999999,1659227.6114999999,1,https://imagenes.repsol.com/es_en/23022017HR_informe_consolidado_pagos_administraciones_publicas_actividades_exploracion_produccion_hidrocarburos_en_tcm11-752545.pdf,Spain
src_nAMdDL,Canada,Repsol,Groundbirch,Fees,2016,110615.17409999999,110615.17409999999,1,https://imagenes.repsol.com/es_en/23022017HR_informe_consolidado_pagos_administraciones_publicas_actividades_exploracion_produccion_hidrocarburos_en_tcm11-752545.pdf,Spain
src_PXJnwX,Canada,Rio Tinto Plc,Diavik,Fees,2016,5610485,15115058,0.3711851453034451,https://extractives.companieshouse.gov.uk/company/00719885/year/2016/version/1/zip,United Kingdom of Great Britain and Northern Ireland
src_PXJnwX,Canada,Rio Tinto Plc,Diavik,Taxes,2016,9504573,15115058,0.628814854696555,https://extractives.companieshouse.gov.uk/company/00719885/year/2016/version/1/zip,United Kingdom of Great Britain and Northern Ireland
src_JLowoL,Canada,Rmp Energy Inc,Chip Lake,Fees,2016,338.011259264,338.011259264,1,http://rmpenergyinc.com/uploads/filings/2016_ESTMA_Report-RMP_Energy.pdf,Canada
src_JLowoL,Canada,Rmp Energy Inc,Elmworth,Bonuses,2016,4208367.686548443,4273762.604159942,0.9846985142441356,http://rmpenergyinc.com/uploads/filings/2016_ESTMA_Report-RMP_Energy.pdf,Canada
src_JLowoL,Canada,Rmp Energy Inc,Elmworth,Fees,2016,45464.84574330962,4273762.604159942,0.01063813083559101,http://rmpenergyinc.com/uploads/filings/2016_ESTMA_Report-RMP_Energy.pdf,Canada
src_JLowoL,Canada,Rmp Energy Inc,Elmworth,Royalties,2016,19930.07186818958,4273762.604159942,0.004663354920273367,http://rmpenergyinc.com/uploads/filings/2016_ESTMA_Report-RMP_Energy.pdf,Canada
src_JLowoL,Canada,Rmp Energy Inc,Kaybob,Fees,2016,11327.25526095252,543803.7859758281,0.0208296734099163,http://rmpenergyinc.com/uploads/filings/2016_ESTMA_Report-RMP_Energy.pdf,Canada
src_JLowoL,Canada,Rmp Energy Inc,Kaybob,Royalties,2016,532476.5307148756,543803.7859758281,0.9791703265900837,http://rmpenergyinc.com/uploads/filings/2016_ESTMA_Report-RMP_Energy.pdf,Canada
src_JLowoL,Canada,Rmp Energy Inc,Peace River,Bonuses,2016,88508.7009319292,121344.0804032892,0.729402708708731,http://rmpenergyinc.com/uploads/filings/2016_ESTMA_Report-RMP_Energy.pdf,Canada
src_JLowoL,Canada,Rmp Energy Inc,Peace River,Fees,2016,32835.37947136,121344.0804032892,0.27059729129126886,http://rmpenergyinc.com/uploads/filings/2016_ESTMA_Report-RMP_Energy.pdf,Canada
src_JLowoL,Canada,Rmp Energy Inc,Pine Creek,Fees,2016,3042.1088782701804,22776.80571166866,0.13356169942265847,http://rmpenergyinc.com/uploads/filings/2016_ESTMA_Report-RMP_Energy.pdf,Canada
src_JLowoL,Canada,Rmp Energy Inc,Pine Creek,Royalties,2016,19734.69683339848,22776.80571166866,0.8664383005773415,http://rmpenergyinc.com/uploads/filings/2016_ESTMA_Report-RMP_Energy.pdf,Canada
src_dAgOoA,Canada,Rosneft,Cardium,Royalties,2016,44738.769,-342997.22900000005,-0.13043478260869562,https://www.rosneft.com/upload/site2/document_file/Rosneft_GP_2016_ENG_30.06_final.pdf,United Kingdom of Great Britain and Northern Ireland
src_dAgOoA,Canada,Rosneft,Cardium,Taxes,2016,-387735.998,-342997.22900000005,1.1304347826086956,https://www.rosneft.com/upload/site2/document_file/Rosneft_GP_2016_ENG_30.06_final.pdf,United Kingdom of Great Britain and Northern Ireland
src_pLwgPL,Canada,Royal Dutch Shell Plc,Athabasca Oil Sands,Fees,2016,3105582,41560141,0.0747250111591296,https://extractives.companieshouse.gov.uk/company/04366849/year/2016/version/1/zip,United Kingdom of Great Britain and Northern Ireland
src_pLwgPL,Canada,Royal Dutch Shell Plc,Athabasca Oil Sands,Royalties,2016,38454559,41560141,0.9252749888408703,https://extractives.companieshouse.gov.uk/company/04366849/year/2016/version/1/zip,United Kingdom of Great Britain and Northern Ireland
src_pLwgPL,Canada,Royal Dutch Shell Plc,Foothills,Fees,2016,2699160,7695492,0.3507456053492096,https://extractives.companieshouse.gov.uk/company/04366849/year/2016/version/1/zip,United Kingdom of Great Britain and Northern Ireland
src_pLwgPL,Canada,Royal Dutch Shell Plc,Foothills,Royalties,2016,4796629,7695492,0.623303747180817,https://extractives.companieshouse.gov.uk/company/04366849/year/2016/version/1/zip,United Kingdom of Great Britain and Northern Ireland
src_pLwgPL,Canada,Royal Dutch Shell Plc,Foothills,Taxes,2016,199703,7695492,0.02595064746997333,https://extractives.companieshouse.gov.uk/company/04366849/year/2016/version/1/zip,United Kingdom of Great Britain and Northern Ireland
src_pLwgPL,Canada,Royal Dutch Shell Plc,Greater Deep Basin,Fees,2016,4725639,4758265,0.9931432990806522,https://extractives.companieshouse.gov.uk/company/04366849/year/2016/version/1/zip,United Kingdom of Great Britain and Northern Ireland
src_pLwgPL,Canada,Royal Dutch Shell Plc,Greater Deep Basin,Royalties,2016,32626,4758265,0.006856700919347703,https://extractives.companieshouse.gov.uk/company/04366849/year/2016/version/1/zip,United Kingdom of Great Britain and Northern Ireland
src_pLwgPL,Canada,Royal Dutch Shell Plc,Groundbirch,Fees,2016,5519512,5739611,0.9616526276780778,https://extractives.companieshouse.gov.uk/company/04366849/year/2016/version/1/zip,United Kingdom of Great Britain and Northern Ireland
src_pLwgPL,Canada,Royal Dutch Shell Plc,Groundbirch,Royalties,2016,220099,5739611,0.03834737232192217,https://extractives.companieshouse.gov.uk/company/04366849/year/2016/version/1/zip,United Kingdom of Great Britain and Northern Ireland
src_pLwgPL,Canada,Royal Dutch Shell Plc,Sable Offshore Energy Project,Royalties,2016,7665001,7665001,1,https://extractives.companieshouse.gov.uk/company/04366849/year/2016/version/1/zip,United Kingdom of Great Britain and Northern Ireland
src_dAkoyA,Canada,Sanling Energy Ltd,Medicine Hat,Taxes,2016,158442.77778,158442.77778,1,http://sanlingenergy.com/documents/SanLingEnergy-ESTMAReportingTemplate2016-FINAL-SIGNED.pdf,Canada
src_nA4aMX,Canada,Shell Canada Energy,Athabasca Oil Sands,Fees,2016,9732913.4922,136411686.7744,0.0713495575221239,http://www.shell.ca/en_ca/sustainability/transparency/_jcr_content/par/textimage_934278137.stream/1496700672787/6fbe4ea1bc8a1c1a0d815aa4f07a0654b59b04d5ca9c7140681045938bf0c55f/estma-shell-canada-energy.pdf,Canada
src_nA4aMX,Canada,Shell Canada Energy,Athabasca Oil Sands,Royalties,2016,38403511.3762,136411686.7744,0.2815265486725664,http://www.shell.ca/en_ca/sustainability/transparency/_jcr_content/par/textimage_934278137.stream/1496700672787/6fbe4ea1bc8a1c1a0d815aa4f07a0654b59b04d5ca9c7140681045938bf0c55f/estma-shell-canada-energy.pdf,Canada
src_nA4aMX,Canada,Shell Canada Energy,Athabasca Oil Sands,Taxes,2016,88275261.906,136411686.7744,0.6471238938053098,http://www.shell.ca/en_ca/sustainability/transparency/_jcr_content/par/textimage_934278137.stream/1496700672787/6fbe4ea1bc8a1c1a0d815aa4f07a0654b59b04d5ca9c7140681045938bf0c55f/estma-shell-canada-energy.pdf,Canada
src_nA4aMX,Canada,Shell Canada Energy,Foothills,Fees,2016,2556563.249231624,11096711.210920185,0.23038927486152208,http://www.shell.ca/en_ca/sustainability/transparency/_jcr_content/par/textimage_934278137.stream/1496700672787/6fbe4ea1bc8a1c1a0d815aa4f07a0654b59b04d5ca9c7140681045938bf0c55f/estma-shell-canada-energy.pdf,Canada
src_nA4aMX,Canada,Shell Canada Energy,Foothills,Royalties,2016,2928804.184411448,11096711.210920185,0.26393443325164984,http://www.shell.ca/en_ca/sustainability/transparency/_jcr_content/par/textimage_934278137.stream/1496700672787/6fbe4ea1bc8a1c1a0d815aa4f07a0654b59b04d5ca9c7140681045938bf0c55f/estma-shell-canada-energy.pdf,Canada
src_nA4aMX,Canada,Shell Canada Energy,Foothills,Taxes,2016,5611343.777277114,11096711.210920185,0.5056762918868282,http://www.shell.ca/en_ca/sustainability/transparency/_jcr_content/par/textimage_934278137.stream/1496700672787/6fbe4ea1bc8a1c1a0d815aa4f07a0654b59b04d5ca9c7140681045938bf0c55f/estma-shell-canada-energy.pdf,Canada
src_nA4aMX,Canada,Shell Canada Energy,Greater Deep Basin,Fees,2016,5008200.409591407,7419403.380486019,0.6750138997380322,http://www.shell.ca/en_ca/sustainability/transparency/_jcr_content/par/textimage_934278137.stream/1496700672787/6fbe4ea1bc8a1c1a0d815aa4f07a0654b59b04d5ca9c7140681045938bf0c55f/estma-shell-canada-energy.pdf,Canada
src_nA4aMX,Canada,Shell Canada Energy,Greater Deep Basin,Royalties,2016,15609.284503869721,7419403.380486019,0.0021038463207060745,http://www.shell.ca/en_ca/sustainability/transparency/_jcr_content/par/textimage_934278137.stream/1496700672787/6fbe4ea1bc8a1c1a0d815aa4f07a0654b59b04d5ca9c7140681045938bf0c55f/estma-shell-canada-energy.pdf,Canada
src_nA4aMX,Canada,Shell Canada Energy,Greater Deep Basin,Taxes,2016,2395593.686390742,7419403.380486019,0.3228822539412617,http://www.shell.ca/en_ca/sustainability/transparency/_jcr_content/par/textimage_934278137.stream/1496700672787/6fbe4ea1bc8a1c1a0d815aa4f07a0654b59b04d5ca9c7140681045938bf0c55f/estma-shell-canada-energy.pdf,Canada
src_nA4aMX,Canada,Shell Canada Energy,Groundbirch,Fees,2016,7695792.0636,13687998.402085366,0.562229176066206,http://www.shell.ca/en_ca/sustainability/transparency/_jcr_content/par/textimage_934278137.stream/1496700672787/6fbe4ea1bc8a1c1a0d815aa4f07a0654b59b04d5ca9c7140681045938bf0c55f/estma-shell-canada-energy.pdf,Canada
src_nA4aMX,Canada,Shell Canada Energy,Groundbirch,Royalties,2016,221527.22244675778,13687998.402085366,0.01618404794765377,http://www.shell.ca/en_ca/sustainability/transparency/_jcr_content/par/textimage_934278137.stream/1496700672787/6fbe4ea1bc8a1c1a0d815aa4f07a0654b59b04d5ca9c7140681045938bf0c55f/estma-shell-canada-energy.pdf,Canada
